phenotype_name	source_concept_id	standard_concept_id	source_name	source_vocabulary	source_domain	standard_name	standard_vocabulary	standard_domain
cardiac surgery	2107876	2107876	Bypass graft, with vein; axillary-femoral-femoral	CPT4	Procedure	Bypass graft, with vein; axillary-femoral-femoral	CPT4	Procedure
cardiac surgery	2107878	2107878	Bypass graft, with vein; splenorenal	CPT4	Procedure	Bypass graft, with vein; splenorenal	CPT4	Procedure
cardiac surgery	2107879	2107879	Bypass graft, with vein; aortoiliac	CPT4	Procedure	Bypass graft, with vein; aortoiliac	CPT4	Procedure
cardiac surgery	2107880	2107880	Bypass graft, with vein; aortobi-iliac	CPT4	Procedure	Bypass graft, with vein; aortobi-iliac	CPT4	Procedure
cardiac surgery	2107881	2107881	Bypass graft, with vein; aortofemoral	CPT4	Procedure	Bypass graft, with vein; aortofemoral	CPT4	Procedure
cardiac surgery	2107882	2107882	Bypass graft, with vein; aortobifemoral	CPT4	Procedure	Bypass graft, with vein; aortobifemoral	CPT4	Procedure
cardiac surgery	2107885	2107885	Bypass graft, with vein; aortoiliofemoral, unilateral	CPT4	Procedure	Bypass graft, with vein; aortoiliofemoral, unilateral	CPT4	Procedure
cardiac surgery	2107886	2107886	Bypass graft, with vein; aortoiliofemoral, bilateral	CPT4	Procedure	Bypass graft, with vein; aortoiliofemoral, bilateral	CPT4	Procedure
cardiac surgery	2107887	2107887	Bypass graft, with vein; aortofemoral-popliteal	CPT4	Procedure	Bypass graft, with vein; aortofemoral-popliteal	CPT4	Procedure
cardiac surgery	2107888	2107888	Bypass graft, with vein; femoral-popliteal	CPT4	Procedure	Bypass graft, with vein; femoral-popliteal	CPT4	Procedure
cardiac surgery	2107889	2107889	Bypass graft, with vein; femoral-femoral	CPT4	Procedure	Bypass graft, with vein; femoral-femoral	CPT4	Procedure
cardiac surgery	2107891	2107891	Bypass graft, with vein; aortorenal	CPT4	Procedure	Bypass graft, with vein; aortorenal	CPT4	Procedure
cardiac surgery	2107902	2107902	Bypass graft, with vein; ilioiliac	CPT4	Procedure	Bypass graft, with vein; ilioiliac	CPT4	Procedure
cardiac surgery	2107903	2107903	Bypass graft, with vein; iliofemoral	CPT4	Procedure	Bypass graft, with vein; iliofemoral	CPT4	Procedure
cardiac surgery	2107904	2107904	Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels	CPT4	Procedure	Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels	CPT4	Procedure
cardiac surgery	2107906	2107906	Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels	CPT4	Procedure	Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels	CPT4	Procedure
cardiac surgery	2107907	2107907	Harvest of femoropopliteal vein, 1 segment, for vascular reconstruction procedure (eg, aortic, vena caval, coronary, peripheral artery) (List separately in addition to code for primary procedure)	CPT4	Procedure	Harvest of femoropopliteal vein, 1 segment, for vascular reconstruction procedure (eg, aortic, vena caval, coronary, peripheral artery) (List separately in addition to code for primary procedure)	CPT4	Procedure
cardiac surgery	2107923	2107923	Bypass graft, with other than vein; common carotid-ipsilateral internal carotid	CPT4	Procedure	Bypass graft, with other than vein; common carotid-ipsilateral internal carotid	CPT4	Procedure
cardiac surgery	2107924	2107924	Bypass graft, with other than vein; carotid-subclavian	CPT4	Procedure	Bypass graft, with other than vein; carotid-subclavian	CPT4	Procedure
cardiac surgery	2107925	2107925	Bypass graft, with other than vein; subclavian-subclavian	CPT4	Procedure	Bypass graft, with other than vein; subclavian-subclavian	CPT4	Procedure
cardiac surgery	2107926	2107926	Bypass graft, with other than vein; subclavian-axillary	CPT4	Procedure	Bypass graft, with other than vein; subclavian-axillary	CPT4	Procedure
cardiac surgery	2107927	2107927	Bypass graft, with other than vein; axillary-femoral	CPT4	Procedure	Bypass graft, with other than vein; axillary-femoral	CPT4	Procedure
cardiac surgery	2107928	2107928	Bypass graft, with other than vein; axillary-popliteal or -tibial	CPT4	Procedure	Bypass graft, with other than vein; axillary-popliteal or -tibial	CPT4	Procedure
cardiac surgery	2107929	2107929	Bypass graft, with other than vein; aortosubclavian, aortoinnominate, or aortocarotid	CPT4	Procedure	Bypass graft, with other than vein; aortosubclavian, aortoinnominate, or aortocarotid	CPT4	Procedure
cardiac surgery	2107930	2107930	Bypass graft, with other than vein; aortoceliac, aortomesenteric, aortorenal	CPT4	Procedure	Bypass graft, with other than vein; aortoceliac, aortomesenteric, aortorenal	CPT4	Procedure
cardiac surgery	2107944	2107944	Bypass graft, with other than vein; splenorenal (splenic to renal arterial anastomosis)	CPT4	Procedure	Bypass graft, with other than vein; splenorenal (splenic to renal arterial anastomosis)	CPT4	Procedure
cardiac surgery	2107945	2107945	Bypass graft, with other than vein; aortoiliac	CPT4	Procedure	Bypass graft, with other than vein; aortoiliac	CPT4	Procedure
cardiac surgery	2107946	2107946	Bypass graft, with other than vein; aortobi-iliac	CPT4	Procedure	Bypass graft, with other than vein; aortobi-iliac	CPT4	Procedure
cardiac surgery	2107948	2107948	Bypass graft, with other than vein; carotid-vertebral	CPT4	Procedure	Bypass graft, with other than vein; carotid-vertebral	CPT4	Procedure
cardiac surgery	2107949	2107949	Bypass graft, with other than vein; subclavian-vertebral	CPT4	Procedure	Bypass graft, with other than vein; subclavian-vertebral	CPT4	Procedure
cardiac surgery	2107950	2107950	Bypass graft, with other than vein; aortobifemoral	CPT4	Procedure	Bypass graft, with other than vein; aortobifemoral	CPT4	Procedure
cardiac surgery	2107951	2107951	Bypass graft, with other than vein; aortofemoral	CPT4	Procedure	Bypass graft, with other than vein; aortofemoral	CPT4	Procedure
cardiac surgery	2107962	2107962	Bypass graft, with other than vein; axillary-axillary	CPT4	Procedure	Bypass graft, with other than vein; axillary-axillary	CPT4	Procedure
cardiac surgery	2107963	2107963	Bypass graft, with other than vein; aortofemoral-popliteal	CPT4	Procedure	Bypass graft, with other than vein; aortofemoral-popliteal	CPT4	Procedure
cardiac surgery	2107964	2107964	Bypass graft, with other than vein; axillary-femoral-femoral	CPT4	Procedure	Bypass graft, with other than vein; axillary-femoral-femoral	CPT4	Procedure
cardiac surgery	2107965	2107965	Bypass graft, with other than vein; femoral-popliteal	CPT4	Procedure	Bypass graft, with other than vein; femoral-popliteal	CPT4	Procedure
cardiac surgery	2107966	2107966	Bypass graft, with other than vein; femoral-femoral	CPT4	Procedure	Bypass graft, with other than vein; femoral-femoral	CPT4	Procedure
cardiac surgery	2107967	2107967	Bypass graft, with other than vein; ilioiliac	CPT4	Procedure	Bypass graft, with other than vein; ilioiliac	CPT4	Procedure
cardiac surgery	2107968	2107968	Bypass graft, with other than vein; iliofemoral	CPT4	Procedure	Bypass graft, with other than vein; iliofemoral	CPT4	Procedure
cardiac surgery	2107969	2107969	Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery	CPT4	Procedure	Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery	CPT4	Procedure
cardiac surgery	2107970	2107970	Bypass graft, with other than vein; popliteal-tibial or -peroneal artery	CPT4	Procedure	Bypass graft, with other than vein; popliteal-tibial or -peroneal artery	CPT4	Procedure
cardiac surgery	2107971	2107971	Bypass graft; composite, prosthetic and vein (List separately in addition to code for primary procedure)	CPT4	Procedure	Bypass graft; composite, prosthetic and vein (List separately in addition to code for primary procedure)	CPT4	Procedure
cardiac surgery	2107992	2107992	Bypass graft; autogenous composite, 2 segments of veins from 2 locations (List separately in addition to code for primary procedure)	CPT4	Procedure	Bypass graft; autogenous composite, 2 segments of veins from 2 locations (List separately in addition to code for primary procedure)	CPT4	Procedure
cardiac surgery	2107993	2107993	Bypass graft; autogenous composite, 3 or more segments of vein from 2 or more locations (List separately in addition to code for primary procedure)	CPT4	Procedure	Bypass graft; autogenous composite, 3 or more segments of vein from 2 or more locations (List separately in addition to code for primary procedure)	CPT4	Procedure
cardiac surgery	2107994	2107994	Placement of vein patch or cuff at distal anastomosis of bypass graft, synthetic conduit (List separately in addition to code for primary procedure)	CPT4	Procedure	Placement of vein patch or cuff at distal anastomosis of bypass graft, synthetic conduit (List separately in addition to code for primary procedure)	CPT4	Procedure
cardiac surgery	2108000	2108000	Reimplantation, visceral artery to infrarenal aortic prosthesis, each artery (List separately in addition to code for primary procedure)	CPT4	Procedure	Reimplantation, visceral artery to infrarenal aortic prosthesis, each artery (List separately in addition to code for primary procedure)	CPT4	Procedure
cardiac surgery	2108474	2108474	Limited lymphadenectomy for staging (separate procedure); pelvic and para-aortic	CPT4	Procedure	Limited lymphadenectomy for staging (separate procedure); pelvic and para-aortic	CPT4	Procedure
cardiac surgery	2108475	2108475	Limited lymphadenectomy for staging (separate procedure); retroperitoneal (aortic and/or splenic)	CPT4	Procedure	Limited lymphadenectomy for staging (separate procedure); retroperitoneal (aortic and/or splenic)	CPT4	Procedure
cardiac surgery	2108631	2108631	Internal mammary artery graft performed for primary, isolated coronary artery bypass graft procedure (CABG)	CPT4	Observation	Internal mammary artery graft performed for primary, isolated coronary artery bypass graft procedure (CABG)	CPT4	Observation
cardiac surgery	2110399	2110399	Ventricular puncture through previous burr hole, fontanelle, suture, or implanted ventricular catheter/reservoir; without injection	CPT4	Procedure	Ventricular puncture through previous burr hole, fontanelle, suture, or implanted ventricular catheter/reservoir; without injection	CPT4	Procedure
cardiac surgery	2110400	2110400	Ventricular puncture through previous burr hole, fontanelle, suture, or implanted ventricular catheter/reservoir; with injection of medication or other substance for diagnosis or treatment	CPT4	Procedure	Ventricular puncture through previous burr hole, fontanelle, suture, or implanted ventricular catheter/reservoir; with injection of medication or other substance for diagnosis or treatment	CPT4	Procedure
cardiac surgery	2110592	2110592	Creation of shunt; subarachnoid/subdural-atrial, -jugular, -auricular	CPT4	Procedure	Creation of shunt; subarachnoid/subdural-atrial, -jugular, -auricular	CPT4	Procedure
cardiac surgery	2110597	2110597	Creation of shunt; ventriculo-atrial, -jugular, -auricular	CPT4	Procedure	Creation of shunt; ventriculo-atrial, -jugular, -auricular	CPT4	Procedure
cardiac surgery	2213283	2213283	Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgica	CPT4	Procedure	Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgica	CPT4	Procedure
cardiac surgery	42736411	42736411	Transluminal peripheral atherectomy, open; aortic	CPT4	Procedure	Transluminal peripheral atherectomy, open; aortic	CPT4	Procedure
cardiac surgery	42736417	42736417	Transluminal peripheral atherectomy, percutaneous; aortic	CPT4	Procedure	Transluminal peripheral atherectomy, percutaneous; aortic	CPT4	Procedure
cardiac surgery	42740193	42740193	Bypass graft, with vein; subclavian-carotid	CPT4	Procedure	Bypass graft, with vein; subclavian-carotid	CPT4	Procedure
cardiac surgery	44828346	432499	Mechanical complication due to coronary bypass graft	ICD9CM	Condition	Mechanical complication due to coronary bypass graft	SNOMED	Condition
cardiac surgery	44829639	4148030	Aortocoronary bypass status	ICD9CM	Observation	Aortocoronary bypass grafting	SNOMED	Procedure
cardiac surgery	44829639	4215685	Aortocoronary bypass status	ICD9CM	Observation	Past history of procedure	SNOMED	Observation
cardiac surgery	44836656	4006788	Percutaneous transluminal coronary angioplasty status	ICD9CM	Observation	Percutaneous transluminal coronary angioplasty	SNOMED	Procedure
cardiac surgery	44836656	4215685	Percutaneous transluminal coronary angioplasty status	ICD9CM	Observation	Past history of procedure	SNOMED	Observation
Congenital Hypothyroidism         	44829873	133728	Congenital hypothyroidism	ICD9CM	Condition	Congenital hypothyroidism	SNOMED	Condition
Congenital Hypothyroidism         	44833371	23986	Disorders of the pituitary gland and its hypothalamic control	ICD9CM	Condition	Disorder of pituitary gland	SNOMED	Condition
coronary heart disease	2106964	2106964	Transmyocardial laser revascularization, by thoracotomy; (separate procedure)	CPT4	Procedure	Transmyocardial laser revascularization, by thoracotomy; (separate procedure)	CPT4	Procedure
coronary heart disease	2107216	2107216	Coronary artery bypass, vein only; single coronary venous graft	CPT4	Procedure	Coronary artery bypass, vein only; single coronary venous graft	CPT4	Procedure
coronary heart disease	2107217	2107217	Coronary artery bypass, vein only; 2 coronary venous grafts	CPT4	Procedure	Coronary artery bypass, vein only; 2 coronary venous grafts	CPT4	Procedure
